byte,count
d91a,13
91da,10
beff,16
4f92,21
d35f,9
1071,11
a965,12
dc80,11
0ae8,6
c824,14
365e,11
4e1c,13
862d,9
69f1,14
0f27,18
e529,12
07a4,15
c1e4,9
91d4,13
ce20,12
8a11,13
ba99,10
7771,15
7658,15
1e46,8
9c32,11
ce8e,15
90c6,15
32a6,17
051a,16
a0e6,14
32da,17
bd3d,21
9930,12
67e9,20
fc57,12
8400,17
5e91,8
b27d,10
847f,10
14f8,21
a527,13
0a18,15
9542,6
67ee,15
5858,16
9a6a,12
0950,16
d8ca,13
3078,15
b510,6
88e9,11
7c95,14
6ee6,17
d0e0,13
e113,17
7c68,17
4489,8
bbb8,12
1483,10
e198,18
9d8b,13
a709,10
523f,16
cfc1,17
09a4,15
2fa9,10
24c0,13
20a9,9
cf9b,15
18c3,19
9cd4,15
ecfb,21
4a62,10
885b,24
1c47,13
873f,17
b369,14
0347,20
0be0,11
e574,17
58d5,7
75a7,14
f5a9,13
fec3,21
164c,16
4661,11
397f,19
96a0,13
f18b,17
170a,13
cb53,13
0b86,9
85d4,14
0a01,16
162e,13
78b4,8
4a8e,10
efd6,17
52da,13
9966,17
0cb9,11
4a25,16
630f,11
4d10,19
a3a1,21
6ca0,11
fe4b,18
8488,14
48aa,14
8c8e,8
6066,14
c8f0,11
0f66,11
c48c,18
b23f,15
e589,15
713b,16
1af2,17
29f6,16
41ca,17
2b55,15
2593,14
7edd,15
5a88,13
b409,20
9a90,16
f446,18
b3b1,16
327c,10
6d32,12
f549,17
d546,11
9410,11
3ede,18
8f50,16
c871,14
3507,15
237e,18
65d3,16
db39,15
1737,13
511c,11
e0c7,13
bc86,10
a2aa,17
4c57,14
210a,13
2082,10
ee8f,13
4975,12
e89c,8
433f,13
abab,18
03dc,15
b479,9
5aa2,10
33b0,20
a2fd,16
43e6,8
f131,15
9762,7
1178,15
828b,11
dea4,14
b7e2,18
6c23,20
b096,14
b4a6,11
be41,12
f1a1,14
16c7,12
85ee,14
36d8,14
ff08,12
83ae,10
0937,12
1874,16
4a31,16
4779,10
ff75,9
3836,13
142e,11
62ef,15
1184,17
57d2,12
4c66,11
836f,15
9479,13
8b05,18
3c3f,11
e27a,13
5ce3,10
59fa,23
e48f,14
9829,11
c478,16
e230,14
12c8,17
4c16,18
3ddc,14
5f63,15
30b5,16
c81c,17
7d1e,9
1962,21
72fe,12
f997,18
32fe,12
291f,15
1d0f,17
7853,16
0747,20
6b44,9
dbfb,15
147f,16
58a8,22
44c6,12
185f,10
dfdb,18
a724,15
604d,13
082a,18
69c6,13
d50c,19
8442,13
5d3b,17
7ed8,10
1e0e,16
bc9b,8
09fb,5
3f22,15
60a7,11
f63e,10
78af,24
539d,14
2de0,17
16a9,12
fb73,18
6abd,17
9d09,13
ff7b,12
b066,11
0cef,19
8294,16
4485,12
027f,11
d0e2,15
926e,12
8736,17
0bc7,22
2ea2,7
8618,15
a313,17
8570,8
7f76,9
3dd2,19
bf76,20
94c6,18
8960,14
2afe,14
eac3,13
75c2,14
f82c,15
9eb9,12
d1df,9
c96f,16
156c,11
8b56,12
5d67,13
a3ee,12
6983,13
c032,20
0e93,12
8d1e,16
1690,14
366a,11
4e5e,17
2c36,15
9fa6,12
1e86,14
79d8,14
2613,18
723f,7
4a22,20
f600,18
dc32,10
92c6,22
bd0d,13
a18a,19
2ec0,8
959b,16
becc,13
b07f,20
c789,14
f7e0,12
83e9,21
afde,16
6580,11
a89c,14
8645,16
9d0f,20
2902,6
e532,7
38e4,7
85b0,16
ffbf,16
c767,14
ed15,14
c583,18
2d2f,15
3d23,13
8dde,19
503c,17
0a7f,18
cc70,22
2c4e,13
c894,15
3a1f,9
7590,18
63b9,13
c284,12
4876,18
edc9,13
e8e4,14
2a5e,16
9923,12
d613,11
d138,13
bbc2,13
8070,7
6edf,15
78ee,16
aac6,13
5624,15
7d9d,15
5232,17
f73a,11
c2c7,20
e55a,22
f6f5,16
e085,19
0cc1,15
77f7,13
6d1a,9
efc8,12
faf1,10
32bb,12
b800,15
ffbc,17
ac30,17
6e18,19
681b,12
9339,16
3708,13
e723,25
5555,10
c67a,15
c07d,17
d4be,13
047e,13
c71b,16
6b15,10
0877,19
364c,15
8487,14
4db2,18
4537,13
345b,18
e52a,13
eaad,12
8509,12
b469,12
0da6,12
c132,10
fc7d,17
1352,17
6b57,18
6cf6,20
5fee,14
4cdd,15
8011,15
5c3e,14
4c63,12
2a4e,16
68a3,18
7f09,14
0195,15
e74c,10
1c81,18
2742,14
ac07,9
9355,14
eabd,18
33ca,20
6d37,15
6daa,19
2977,13
6823,12
d8a8,10
7627,12
ea34,18
d26c,13
6eda,11
cbe3,13
93a7,13
05c2,12
5a76,16
dd5b,22
9cff,19
d071,12
0a1c,13
a10f,12
b8a4,14
dc31,18
5176,11
46e1,12
e651,10
2501,18
285c,11
5754,19
f444,14
1327,9
5751,21
e7b6,16
2a90,13
acd1,14
c5f7,12
ba23,15
0f74,14
325c,13
6b9c,14
a3c8,13
8345,15
eec4,15
f43c,10
af39,12
01a4,16
29e1,18
b21c,14
01c9,19
92b9,20
71cd,18
dfad,10
fe29,12
c2f8,12
25d0,14
e1dc,12
d717,14
4146,16
199e,17
915b,18
13cd,17
9148,17
110f,9
9498,10
8b7b,19
fbaa,14
a80b,15
7e2d,12
ebc1,14
6093,14
0e23,16
d482,14
a8ff,9
bd3c,14
9dff,13
fe95,15
b98b,14
a6f0,8
6d18,8
9c6d,18
85f9,17
1c3d,13
63c0,12
30ca,17
653d,20
77c3,14
d3ad,16
b507,18
98c8,13
d989,16
d6da,14
0485,16
235e,15
6479,12
d5b1,11
0ca6,14
01e8,13
d79c,18
3efb,20
e6da,16
a82f,19
9cc8,10
56da,23
0479,17
5c4e,8
48d5,11
9a66,11
2a0c,11
4690,10
9a46,12
3722,22
daa5,14
0ccd,12
bb9d,14
b5fb,14
bfa6,12
2585,17
e998,17
1d62,18
d85d,9
c375,16
cb3c,11
21d7,8
e159,20
b4e5,14
59d2,15
7de6,14
f464,11
61c2,10
2dbe,19
8019,14
6ce4,15
68de,9
0116,11
5e7d,19
9be4,17
29e5,14
2d4d,15
2ac7,22
e959,16
b009,16
a745,11
057f,12
87e1,10
d329,13
741c,17
ebf2,10
ef0b,17
e1ef,12
1f5e,9
7917,13
f77d,19
f9b6,8
2040,15
1d79,11
b0ab,15
b3b2,18
98e0,16
6f3f,9
353f,10
c359,10
9201,10
2c9b,11
8276,15
246d,9
69ff,17
c1d4,13
c3ba,16
dd55,13
7c46,19
a691,16
d7e4,17
302c,16
6034,16
8bbd,12
c25d,14
045f,12
998d,11
c9eb,12
6611,18
dae4,10
9e6c,7
73c8,12
e677,20
a66d,16
a7b3,13
0889,14
2d9a,12
c5f5,18
1bc7,16
5c4b,13
cd87,21
1a31,12
bfd2,13
aa2c,9
566d,17
832c,13
282e,16
4a7b,13
9dec,13
0b26,17
50a0,12
efcf,14
9ae2,17
3004,15
a759,15
0bb9,15
f564,8
3e9b,13
479e,10
a4ae,12
8e10,16
a526,13
be34,15
301f,13
dcee,16
7347,17
e29e,16
f55e,13
8a03,9
025c,9
a962,24
3ffa,11
6ce3,13
bdfc,15
a4f1,11
e64b,19
1349,17
478c,11
8e4c,9
a14a,19
0a8f,15
cb12,16
f81c,18
ce3a,11
cd97,12
ecc0,17
53d7,8
c379,14
5f71,15
02d2,11
9e8b,19
8c74,9
bbba,15
ff9f,13
4bc7,17
4037,18
4f6e,6
e13c,18
5488,10
11c5,15
c9f9,22
7358,17
7c43,15
8d19,14
e368,10
b1cc,17
e0ff,12
2064,16
ed4a,14
7f1d,10
29f4,13
42b8,9
ddf4,15
6715,15
7936,21
a6a4,24
3f45,17
e573,13
88ef,14
d8b0,13
8597,16
9a21,18
39e7,18
68c5,14
4ee4,14
4d57,12
61f1,12
5658,11
0d04,15
0125,14
cfe7,15
3781,13
2280,14
fa78,19
1629,11
e939,9
09e3,18
0029,10
28ef,17
bee6,14
bea6,17
e731,17
b47c,15
a3b8,10
3a7f,19
f43e,13
b2ee,17
db48,24
e1bb,16
026e,14
a105,19
ea40,10
8cda,16
34ce,13
5a6c,20
85a5,17
16cf,23
851b,11
7cbe,15
fae0,18
86a8,13
3a8b,12
614a,13
e55d,6
9559,11
0c66,18
7897,12
1db2,14
c018,12
7693,13
0516,18
f48c,14
1fa6,20
8e68,18
6818,13
91bb,15
8f6b,11
6101,21
7bdc,18
a777,17
40ac,18
d9e6,16
f99e,11
9cbe,24
81e3,14
95f6,14
f0e4,20
a311,15
c54d,14
0211,10
28ac,11
c307,10
9078,20
9172,15
6284,16
1059,14
9289,19
513c,19
17f6,7
f646,15
6f22,13
3ef4,14
13b4,20
493f,14
c914,16
de2e,12
c4cf,16
f159,13
9be9,15
cde2,19
13ef,12
249b,14
2edb,12
59c7,11
4c0f,17
ba2d,17
48b5,21
4845,15
5cf8,14
1396,16
c7c5,10
09cc,13
107f,15
e35b,13
7fc5,16
3ab1,14
1652,11
274c,10
977c,11
8754,15
ddf5,11
3d35,10
895d,21
bfa9,12
7494,11
3e75,17
acfd,16
9f52,17
8f44,16
2050,10
13da,10
3811,17
4bea,10
b3ae,16
e58f,8
7488,19
e294,14
93fe,15
e45b,18
8f8f,16
2d28,13
a5d8,9
5414,20
4dd4,22
2d96,15
20ec,11
2e34,12
bcb6,12
7ad6,17
e946,13
b386,9
9e6a,13
3ba2,12
6f7c,11
cf6a,8
1624,7
dbe0,12
fa2b,13
5804,11
9547,13
54bc,6
4ff5,17
83bf,14
6aff,14
ca3d,6
bb7e,10
12b8,18
7736,10
72e3,16
d0d5,12
7052,13
2716,10
14a2,14
8062,15
e7e3,9
78c2,21
db88,18
a0ad,13
110a,23
c5cd,15
530f,4
7c09,15
8cb6,12
69c7,15
2aa6,15
b318,22
6a52,13
adb7,21
f6a7,20
e884,14
300f,16
0fac,15
e73a,14
59e2,12
e535,14
26b7,20
4d18,17
d9fd,20
3934,9
1902,16
460a,8
299a,9
c7e6,18
5854,12
f6d4,19
46a2,19
2c88,14
79b2,12
36f6,20
7727,13
08f8,12
90a5,14
7b86,19
c71a,17
9c40,15
63de,19
bfb7,13
fc85,12
6c73,12
7bf7,15
b4ef,22
4844,16
d562,16
c06d,11
c775,15
e9f9,12
135b,14
e8fc,14
4d68,18
711a,16
6f0a,10
d7dc,12
0914,16
3c54,15
914c,14
5941,16
abe0,17
518d,16
cfaf,19
4ed9,8
5dc2,5
818a,15
a7a5,13
a289,14
dd12,13
53ce,25
323a,18
542f,18
535a,17
4f03,10
05da,12
b635,20
ba93,12
d64a,17
a1eb,18
23e0,9
a216,13
b6c0,14
df7a,10
46bd,16
fefa,19
9c13,11
e7f5,19
db89,10
233c,13
87df,18
636d,11
de51,16
9427,10
3864,15
f39c,10
06e2,21
44de,19
6c1a,13
a06c,12
abbb,14
28a4,9
b4ee,17
c25c,16
d1b9,24
1479,12
f129,17
18d0,19
88a0,9
2113,7
785e,15
c3e5,15
9acd,17
12ae,16
8d91,15
f0bb,15
3735,18
a7d1,7
200e,16
f516,22
5c33,14
ed3e,14
2cd6,14
ed1d,17
5386,9
e421,21
c0d0,19
913a,13
3d07,20
ca26,17
2ba1,10
374f,18
e7bc,16
1323,12
4740,12
45de,15
15a1,13
09d3,16
e8a0,11
2193,11
cf9c,13
5a65,16
eb36,17
2eb5,17
19d3,14
3a71,12
354e,13
05b7,16
90f9,17
4a06,22
a93f,9
218a,10
32bd,20
779e,18
d87e,13
8601,17
157d,16
a4e6,17
2d25,12
8ec1,14
5899,14
dae2,12
eab5,14
2f29,9
74a1,16
ca0e,16
1547,7
2523,17
5c2a,12
44d5,17
076e,24
4261,7
61d1,15
d644,16
39a5,16
e661,12
d7ce,15
7af3,14
59cf,16
e83d,12
7593,9
ef6e,15
c38d,21
56a3,14
4892,17
4e47,17
ffcb,11
3d6b,16
533c,15
1e79,13
4124,21
58eb,19
52f6,15
8af1,15
831d,10
f85c,14
364d,9
3e45,22
611e,18
aa11,11
fac6,17
63b2,10
74d9,19
2137,10
70c4,13
aa46,12
e0f1,13
f24e,18
e1c7,17
0503,7
0f40,17
8bab,14
4778,12
4e8d,20
63bc,19
cf37,11
e208,12
618e,16
5a78,14
1a95,9
ccc5,14
86e8,13
1d5a,23
21f7,15
c4f8,16
a22b,19
2145,9
5f80,18
7fdb,15
af5f,20
321f,19
6418,15
7c76,13
d961,13
9b32,19
aa33,11
4d6d,15
8931,13
4af6,12
1b2e,14
e4ee,11
912f,18
b759,15
85f5,16
bc0f,17
b8f5,6
8bec,19
ca09,13
3396,10
f9ff,25
7eb3,14
f9b1,20
58cc,14
647a,18
936f,21
5c77,13
99b4,10
d437,10
4de6,13
60b2,9
1055,12
e2c3,15
5903,18
9f3f,13
4467,9
0ea3,14
59ec,16
8972,13
ac8e,20
105f,19
27a7,11
1b61,15
de22,11
5be5,16
14a0,9
8ad8,12
cfa3,11
66f2,13
f835,5
8547,19
0908,20
9f32,20
7bfc,19
2d35,12
e1e9,17
8709,17
5c01,18
a951,13
49a9,12
9b40,23
4d5f,9
422d,11
6e07,16
d6c4,14
f24f,14
53c2,11
58e9,13
86ff,12
eaa7,18
cde5,14
0b81,14
2a6b,12
ded9,18
7f8f,7
6f6e,11
c738,14
7369,16
3145,10
c262,17
e041,10
5aa1,10
f4c3,14
101a,14
39e4,23
845a,15
278d,10
df05,22
9a43,12
5e12,12
c33b,17
47c1,13
8bba,12
f507,12
417e,13
3d50,8
695d,9
07eb,13
3cb6,19
0932,7
5004,15
6e29,13
78ac,9
4a53,15
c342,11
2b27,14
bbec,17
f26a,12
7a40,9
3a13,13
ca32,9
2c5f,16
9a0e,20
28a9,10
eb51,17
cbb8,14
6f77,15
d8d5,19
0b3f,14
2930,12
1f17,13
8dcf,9
f342,16
3cee,16
d8f2,15
afb1,15
72e8,14
4bd8,16
434d,22
3e34,12
4a66,7
51d8,15
23ca,15
e9b7,14
2e5c,14
c8e1,14
245b,14
43eb,13
c40e,10
a072,17
2351,14
0b4c,15
485b,19
0fdb,18
cc3a,13
371f,12
592b,5
656a,20
2d09,18
6e27,9
a80e,10
35de,17
e5d6,9
0be4,14
2ba4,15
3db1,15
3554,13
feea,12
de54,11
366d,8
fb8b,15
11a1,17
06b5,14
40f7,12
a8c9,19
5d0e,19
732c,13
daec,15
be5c,15
9982,14
0e33,8
7c57,12
5b4e,15
7bdf,15
d48a,13
e7cc,11
3279,20
89b6,11
8aff,13
070c,16
7fb4,17
fba4,13
4e81,18
3374,8
cbfa,22
f41e,13
169b,19
4668,12
16a1,18
c8f8,23
7314,20
1d68,16
aa27,14
656b,16
4132,16
8d4b,17
953f,21
610a,15
60f7,11
cacd,12
7614,16
56c6,14
64a4,14
6b46,15
9263,22
c039,21
8097,10
83a7,14
a2b3,18
0e66,16
da0e,14
9cbc,18
fb97,9
20a6,12
a992,16
c471,11
fe75,21
5221,18
0563,13
aa60,11
e194,15
6db0,20
6810,15
9b78,12
eef9,12
be46,20
3939,19
0094,16
b43f,17
6f23,18
2c96,24
2706,17
2b0f,13
d1d1,17
0583,13
62ff,6
820a,16
5767,17
9a27,11
ef1d,16
5685,12
da09,15
f517,14
6b00,14
afe7,22
c0dc,20
896f,13
2aa3,10
53ae,18
4ae7,15
e16d,10
2d54,11
81d9,16
c9de,13
8e9d,14
6ecf,14
5920,9
3d7f,18
971f,14
2ed6,15
8a25,19
aa44,9
2230,15
9c0c,13
52df,15
9501,16
7c64,11
a530,15
a9cc,11
47da,21
b944,15
64de,15
d4ee,16
8720,9
8e3b,18
65c9,19
49b0,15
7225,12
0c1b,13
5c16,16
f657,16
29af,18
40ff,19
b597,16
bc73,15
fea1,13
00bc,12
b8a3,14
1a3f,9
5300,20
724e,14
328d,13
a114,20
e353,10
d5a2,13
823c,14
9ef7,17
7eca,11
b995,11
a18b,13
89f3,12
e445,10
0ce7,9
d539,20
fa9a,16
cef7,13
1d7c,20
2463,8
a31b,14
acfa,19
e1fa,18
2eb8,18
7d3d,16
f5d6,21
fe34,19
14c5,15
4260,12
4e8f,9
c829,13
c7b7,18
ecc4,12
cb5b,11
78c4,15
854a,10
fa25,18
a219,22
6d6c,12
bf61,12
3470,12
8fe7,16
1136,10
1ced,16
39bc,16
e24c,14
3a9b,8
f207,20
aad8,15
98ef,10
b430,14
3bf9,8
873e,16
b23c,14
27f2,17
5f99,18
684f,17
89a5,17
c8bb,20
d135,18
8fae,13
29dc,13
9e0d,12
eeb9,19
cf2e,12
84f9,19
6bdc,9
d301,17
2a36,22
ff34,11
867e,9
fd47,8
f376,11
2835,13
e757,10
0e0f,17
741a,19
cbe1,13
d930,17
be5d,13
c10f,15
4c25,19
5360,15
8448,18
e039,23
a11b,16
b14a,16
fc9b,20
2cb0,9
dd44,20
fd8e,17
7a57,14
d42c,15
5b83,12
74f1,14
c815,9
df45,8
2bff,12
7034,13
b9f8,9
a22e,14
f016,18
b2f7,17
b1aa,18
ff25,22
0746,8
75b9,17
75c3,14
ad55,17
72cf,17
137a,13
5357,12
d492,21
ec02,14
714c,13
3de3,19
20ca,16
f627,10
359e,9
0e36,8
1c72,14
e480,8
ea17,23
3d7a,13
61cd,17
e0bc,19
7b31,15
70f8,17
ac48,15
ccc9,19
0b95,11
aceb,9
2ea5,9
a044,16
ccc0,12
7e97,18
956c,14
2d82,15
8c9b,20
be20,13
2b8c,15
ec7b,13
8de1,24
9025,18
6384,17
bc18,17
c660,18
e91b,19
39dd,14
a3a2,13
c927,19
34dc,23
c7d7,16
80e6,11
29c4,20
2f74,20
93ea,21
7c6c,12
ab0f,16
9553,16
b31a,11
93a4,18
2552,16
a17f,9
2e29,20
8179,13
4b65,19
a208,18
6963,11
d224,11
0158,12
ca6e,17
b621,9
e6a1,15
3b87,13
f904,11
decc,17
f243,17
b15e,17
dc2e,20
0c0a,15
6889,11
252e,18
8465,12
f2e6,12
d8c8,17
aa9a,16
7ce3,12
f920,17
9065,19
514f,19
5ca0,19
170c,13
fb8a,15
0c5e,14
c0c2,12
63ca,16
afca,12
68fa,21
f0ed,15
fe20,16
2baa,16
0e9a,22
5af6,17
0490,22
602e,17
5368,14
fa5c,15
51fe,19
34c2,21
f5b5,18
c0ab,19
ed47,20
19b2,14
6b87,17
00c8,13
43b7,21
6240,10
f042,18
4fc9,18
be4a,13
9032,19
3449,13
aec2,11
012e,15
b8ff,9
82ec,16
f93c,18
0011,17
0c68,17
e9e0,9
6872,13
0190,5
22c0,18
5504,11
fba2,15
8433,15
e4b5,12
3987,16
06bf,14
36e4,21
b9fe,13
899e,22
0180,9
5845,18
941f,9
f478,13
e5b6,10
c653,14
c2ad,20
bac5,14
939f,18
0338,20
3101,12
5bf5,16
c820,13
28ad,15
eaf9,16
9bb7,19
c559,21
f945,15
ad95,13
8339,15
d3ea,18
fcf7,15
1b7b,13
3c8f,14
e77d,8
172a,22
33ef,12
0d3d,16
e1a6,12
ba78,10
b87c,15
8222,10
b492,15
ab35,10
526d,12
dfe7,10
e3bf,16
d669,14
fa44,11
9072,13
aa02,14
1aef,15
faff,12
bbf2,11
f2e2,11
cdcd,12
21b3,15
c343,13
dc40,16
cfbc,10
4d6e,18
710f,12
f3ae,13
d678,16
ce0d,14
3293,14
4c06,13
3609,21
4e7a,11
74f4,14
9a61,15
bdb7,10
303f,17
33b6,16
2314,17
0d72,22
0b07,13
1b80,11
ecd7,15
8f67,10
8834,8
1018,10
d96e,16
90f7,16
c70c,10
9341,15
aac5,15
3d52,7
071d,12
7be2,15
5ec1,14
0144,17
e3c1,16
a4aa,11
1251,11
aa87,13
9998,27
6424,14
ead9,20
5e53,15
fcfd,13
bd15,11
9e9f,20
bd09,12
7a5e,16
6a51,16
5c65,17
df0c,12
39c5,16
2f0a,11
aa41,12
0e82,6
899b,14
0137,10
1a52,16
32c1,13
e4ff,17
1133,10
2447,12
e728,20
91af,17
055c,16
b592,16
c693,17
83dc,14
cc8f,18
1617,12
0c69,12
f242,11
d946,14
1a2a,8
1cd3,18
63ec,13
f961,22
f680,17
c9e4,16
5e6c,13
bcbf,16
df26,13
f777,10
fcee,16
bb13,13
4700,14
0f0d,16
02c7,17
a7da,17
14e4,11
91eb,15
9e32,14
f42f,21
7078,16
f48a,11
4f9f,17
ab1b,16
2eee,10
f437,13
14b8,7
073e,17
4c59,14
fa3a,11
3d95,13
d4ca,12
3a17,14
073c,16
1c17,11
b743,19
4cb3,14
0ec3,10
80b4,10
2e73,19
540d,17
eddc,19
f789,16
b75a,19
d608,12
ec03,16
350f,14
af6f,15
8218,20
5ba6,8
ec8a,22
3327,14
6dc0,12
f050,13
6833,13
5728,21
3b1a,12
b56e,16
92ca,13
e90e,14
dbea,12
f5a6,15
8f79,12
2000,17
d0dc,15
a53b,12
00bf,17
94ae,11
63f5,6
a573,18
8d07,10
5d9a,9
4c6c,12
2107,13
afe8,11
d933,14
dc92,20
5da6,16
bef1,9
0596,17
b5ba,14
71fa,13
ed97,13
8305,10
87ea,12
89fc,11
3130,17
d02a,16
ed0e,15
3271,15
f32b,19
f05e,16
f062,14
257c,21
8fcd,10
2ba7,11
9d2a,5
b46f,13
e327,16
cb24,19
b2bc,10
7dab,19
3d25,12
f418,18
f473,12
ae63,8
4198,18
0e08,19
3fa8,21
1ff6,15
5797,15
94e1,21
11d1,13
c778,14
39db,9
5bf9,15
1248,14
55ea,11
57a5,15
eb8d,13
49c7,16
b2a5,16
f577,13
f290,19
bcd0,19
a35a,12
6494,13
64a0,13
6a63,17
0176,20
ed5c,10
d614,11
04a5,14
aa0e,12
0e1c,14
b4cf,10
ac74,13
a1a1,16
36ed,19
c444,14
5b0d,16
6560,19
8497,12
be54,11
5af2,15
55b4,15
f405,16
f793,13
16b4,12
bc55,13
9059,20
1238,22
14a7,13
0b5c,14
b83e,11
30a4,11
b011,15
bd04,9
2241,14
1fb7,14
685f,14
a134,22
be98,12
98f3,15
14cf,22
bad7,16
5c57,16
40d5,9
b2fb,17
6035,17
46a9,19
f522,12
63d3,14
4388,21
e45d,11
6b27,16
9046,11
5222,17
7698,13
f08d,11
515d,12
9e94,16
0425,11
e85c,14
8c1a,13
1e4d,18
baf4,12
4906,20
09f0,17
aece,20
1fe5,7
33c7,13
79e2,18
c8c6,13
d356,8
d33a,14
3dc0,19
166c,11
d557,12
8c2e,17
648f,16
66c9,21
564e,12
0a31,14
2c7c,12
a812,14
1b44,13
da86,21
fc01,15
5d4f,10
b8d3,17
2743,19
fa95,15
0c31,12
7965,14
7168,15
4727,14
3975,14
7070,15
3378,15
6ea9,14
e879,12
d4a6,15
9170,22
9324,16
3a79,13
7892,12
aa4b,20
5550,17
1982,19
3006,18
9b2e,16
ef73,11
46b7,13
807f,8
0994,18
2f97,12
9354,13
2056,18
83bc,13
1f12,13
30c8,7
b274,10
d6dc,13
b247,9
54b1,12
daa7,14
2b5f,18
b2c2,13
6265,16
876f,12
89c7,12
fe5a,13
e004,15
f26e,10
9fe1,10
888f,14
0d9e,20
0ab6,15
2837,11
2d47,15
c86c,15
b673,16
109d,19
389e,19
2403,20
811c,11
4828,18
82b9,17
5f8d,14
10a2,15
85c5,12
aa9e,16
72f8,14
0f9a,9
d35c,12
85c4,18
386b,15
154b,17
3a33,15
b8a6,19
4447,20
236f,20
fa1a,19
a447,19
b837,21
34c3,14
646b,12
c156,17
1152,12
72c7,20
8155,14
a12e,15
9436,10
fb6e,17
2d26,24
a332,8
b828,16
75ee,12
dc7d,15
874d,17
88c9,14
0c17,15
1bc2,10
5fda,15
0934,14
b1fa,19
4016,16
68c7,12
ee8a,11
6b02,13
392f,14
dd1f,15
d454,15
22e2,17
90f6,11
cf34,21
62ec,14
d33e,18
af44,14
4418,17
7c82,14
27c9,14
20f7,24
d460,14
e186,7
d985,16
274a,21
a8a0,23
5d51,18
6b2c,19
24ca,12
412f,10
01e1,25
d16e,11
e875,12
1be7,18
8b09,12
fd13,21
e6f9,12
16b9,7
8bb0,16
d4ef,16
0ae2,13
9a48,6
dda8,15
c7b4,18
1134,13
e786,13
42d0,15
24c7,15
2de8,14
03e8,15
8402,15
b0a6,10
5cef,12
8529,20
2605,7
d010,17
04f1,22
55ad,15
0827,13
a873,23
1869,8
0999,11
4b43,4
0378,9
7bb4,14
231c,14
ac69,11
2c42,9
1c2a,17
b802,10
eddd,14
3794,11
666a,13
5e2c,23
3e78,12
399a,16
33cb,11
476b,18
14bd,11
faf8,13
db09,11
56cf,9
c18e,15
473a,10
4ad4,14
26e9,12
d7b3,14
c450,9
ba8f,17
bd81,11
7638,16
8089,13
eb12,15
968d,16
f2da,13
20df,19
77db,11
2b3a,19
3a75,9
0c96,13
dff2,11
e438,10
49d7,16
5700,15
a74c,22
d3a7,18
a58b,17
dbd9,19
cf1e,18
0ca4,15
3531,18
caa9,17
c81a,16
0e5a,15
92f2,11
2fab,13
d7db,11
8ba1,13
7e83,16
fef8,16
cf62,17
3895,16
04b7,15
c3c5,15
c492,13
7208,16
f908,13
9de2,16
c3d3,7
bc4f,15
208c,12
ab4b,18
efca,10
82ee,15
f540,15
4fbd,11
9728,21
f68a,15
f16b,15
29b7,19
4bdc,12
ee92,12
98ca,16
583c,15
8f90,20
dd3b,21
096e,14
130c,22
c61e,10
c69a,15
bb6d,15
c50e,12
59c6,11
acaf,19
857d,14
25f6,9
b55e,20
9925,13
c762,13
941a,17
d7c0,17
2a34,20
a35b,18
d2e7,18
f1db,18
c64b,19
fae5,11
b37d,15
b0b7,14
13d3,18
2c80,12
691c,17
bd4d,14
8b59,8
2fb6,11
8a56,18
c620,11
360b,16
1a85,13
8d5d,16
3845,9
874b,9
b8c7,11
1ac5,18
4c1b,13
e6aa,9
82aa,16
342a,15
ce59,19
8c2c,8
be29,17
1fc0,10
310b,10
7928,17
fd81,19
9678,19
c035,10
2c2e,14
cf72,13
3e81,18
49c1,17
bef0,10
7903,15
8e77,9
0951,19
3d64,22
dda2,12
9868,15
16fa,10
aeaa,17
091f,10
e36a,15
0e17,13
d346,19
0e07,16
7e28,11
f3c8,19
b31d,12
fb59,18
00e7,14
d708,14
f5fd,10
9e69,21
882f,16
74fb,13
2459,14
2987,18
0cc5,15
baac,24
6693,20
fe7c,14
8f58,14
36cd,13
a03e,15
ea36,20
802f,22
1d6d,12
37d7,13
defc,11
e628,18
e759,16
d6d7,21
e35c,13
298c,13
fc86,17
90c9,16
8802,15
f8d9,10
99ea,16
5cb2,22
6316,9
3fb4,11
ddbe,16
2f16,15
d23d,14
a4f0,15
557d,9
cfde,11
3a18,22
e931,21
d7bd,15
a4e3,14
aa45,15
52e4,13
4e1a,13
ad87,15
4300,17
4aff,25
6355,10
2081,13
488a,14
98fb,13
6bd3,18
d63d,20
9635,10
7a43,12
5a31,13
033a,10
90d6,16
0b59,11
f6c0,10
c725,19
56e4,11
a327,11
2078,15
5316,9
d0fd,9
3674,13
6f98,23
8cd9,16
8a61,13
ff9e,14
0899,10
767a,12
be6c,12
360c,9
a815,17
e9e2,22
2dca,16
5744,11
625d,13
2bd5,19
c149,11
4535,16
0699,11
85d9,16
0602,13
8169,17
9110,11
0676,16
4298,15
1cb8,11
f6c5,12
23d6,20
d7a8,18
6905,13
9fa5,17
fb35,14
e4df,10
4b8e,18
0788,13
b4eb,16
99db,16
9062,15
a5ac,21
7482,13
4a48,13
2f14,17
b969,13
2699,8
b1fc,16
2347,18
bd1b,10
9ec2,13
35f1,19
1e6e,13
2db4,13
39de,15
a4ec,16
23b7,8
9e71,13
c671,14
eeb8,13
fa2a,9
5323,13
a65f,13
f7c3,15
f83d,12
ec9e,18
573d,15
a522,22
0443,14
a6e5,20
a704,17
79e5,10
e7cd,14
174f,15
d697,13
6843,12
e146,15
99b9,15
3cf9,9
9587,14
030e,10
8758,15
2f22,14
2312,17
3edf,16
